,도시,DATE,SO2,CO,O3,NO2,PM10
0,강원,2001-01-01,0.0095459519225481,1.137471857771308,0.0216882576483897,0.016230307654187,48.1735936340997
1,강원,2001-02-01,0.0098277688691654,1.3115636008411198,0.022626789982815,0.0146523304657012,49.70677374757055
2,강원,2001-03-01,0.008975549679585,0.8823732445094502,0.0281697383697123,0.0118982946648551,55.463486213010974
3,강원,2001-04-01,0.007512976975444,0.8395909140472201,0.0300893788371754,0.0146362688816545,62.95243373101137
4,강원,2001-05-01,0.0055775981944919,0.7345169296567415,0.0338183219302175,0.0146841611045227,55.23241160834732
5,강원,2001-06-01,0.0047219587903854,0.7536128213963926,0.0288159136863814,0.0151927620838673,52.32410498307563
6,강원,2001-07-01,0.0060961050393659,0.6697771970785642,0.0227896505706924,0.0137402693531718,41.895778963123206
7,강원,2001-08-01,0.0057199310429329,0.5551724620308084,0.022872765211417,0.014260613838423,31.19130366420892
8,강원,2001-09-01,0.0054418709459397,0.6066695858207257,0.0269104996527017,0.0143102957027828,26.19569278945054
9,강원,2001-10-01,0.0060820811177947,0.7354459230005835,0.0216306034600673,0.0179343582399528,38.94502463848998
10,강원,2001-11-01,0.0084116977918308,0.97052328246215,0.0199078067294646,0.0183006153799507,46.99735778087725
11,강원,2001-12-01,0.007152102630519,0.910775639408766,0.0222816733823621,0.0225652302733528,45.55971846064888
12,강원,2002-01-01,0.0079409482563864,0.9268128123222544,0.0246952285502379,0.0200942244218581,45.507654403900375
13,강원,2002-02-01,0.008263883756276,0.9409597315992868,0.0255407838742734,0.0191421091752578,51.36189879156076
14,강원,2002-03-01,0.0080869801270239,0.7779030036356682,0.029683946675824,0.016627026782503,75.12642623718406
15,강원,2002-04-01,0.0063523874204614,0.6572555709268078,0.0328141310921233,0.0143928314076915,69.05268301901542
16,강원,2002-05-01,0.0046388147143541,0.5990147693365778,0.0387615173355977,0.0120313807670397,33.77970379659352
17,강원,2002-06-01,0.0043066865944041,0.5705980514994659,0.0344401652995367,0.0102543798222653,39.10018364659714
18,강원,2002-07-01,0.0040280681855652,0.6005789649376718,0.0238178209594013,0.009796759704542,37.20582266339887
19,강원,2002-08-01,0.0047566740300958,0.5800070207920779,0.0210541139552432,0.0098340074108412,30.122219881035203
20,강원,2002-09-01,0.0045900398808501,0.595422589713548,0.0243118927383437,0.011115932425146,38.07559938201332
21,강원,2002-10-01,0.0039432231076771,0.5651327035888214,0.023364331793495,0.0130277554930734,39.95653835337732
22,강원,2002-11-01,0.0052434976471725,0.6400366478094033,0.0227254517092291,0.0132364416045866,48.19994809089355
23,강원,2002-12-01,0.0051500446964557,0.8249346444973458,0.0226465191875596,0.015109173065412,45.56988740380919
24,강원,2003-01-01,0.0063379665231944,0.7573835838340951,0.0252259237579539,0.0164751298586233,59.51540900765436
25,강원,2003-02-01,0.0057673215766387,0.8353834579319572,0.0254329147848118,0.021647779443526,60.87642430074589
26,강원,2003-03-01,0.0052149731275608,0.774884753318521,0.0285034377005437,0.0225780661122986,62.81931751539329
27,강원,2003-04-01,0.0037926867446402,0.6441784697307582,0.0337026026790852,0.016917233463443,53.315276335351456
28,강원,2003-05-01,0.0031909354974061,0.5799034637913055,0.0383722418216889,0.0174321149206432,66.5835336752366
29,강원,2003-06-01,0.0032433518529341,0.497758800555399,0.0368485769730847,0.0161753739410399,59.68906100063584
30,강원,2003-07-01,0.0031563623798516,0.4578057009798389,0.0212502838218854,0.0124312037840407,33.64274131835076
31,강원,2003-08-01,0.0028151070538775,0.5259402543017707,0.0199277731829914,0.0127441302692295,31.88699564815518
32,강원,2003-09-01,0.003114660531579,0.4855014467341498,0.0222379794839851,0.0141140412936361,36.47242967871232
33,강원,2003-10-01,0.0030828501319674,0.567529262765522,0.0205549719165518,0.0167199694145767,39.75352765642766
34,강원,2003-11-01,0.004200946440838,0.6585839483336149,0.0191952783619745,0.0173288646256397,39.70319352584662
35,강원,2003-12-01,0.0061049192227747,0.7757428141554816,0.018066621677415,0.0182390348321702,61.83198875140136
36,강원,2005-01-01,0.0061329681968016,0.7814984464052896,0.0212481908516861,0.0155607160074996,54.870489325508046
37,강원,2005-02-01,0.0055317346058007,0.6037397628703001,0.0280139867544916,0.0135430081245316,47.25585249857882
38,강원,2005-03-01,0.0056941570726924,0.6329744161134118,0.0342389014382593,0.015996677299424,65.29868542337893
39,강원,2005-04-01,0.0049101441956217,0.5601242505729371,0.0405594277992934,0.0132366903417535,86.10657387837655
40,강원,2005-05-01,0.0037131003994151,0.4511795297643132,0.0364094846699715,0.0143105207072797,51.56726323171387
41,강원,2005-06-01,0.0027719508204182,0.4451332610539456,0.0375996383239361,0.012317106938887,62.517746711134514
42,강원,2005-07-01,0.0030179550617599,0.4338627709690291,0.0261130261326913,0.0106244810324245,57.59898390018505
43,강원,2005-08-01,0.0024375931877942,0.4261316490085283,0.0227973212413624,0.0090800288747907,44.63993383199232
44,강원,2005-09-01,0.0024687595667801,0.4709873659416428,0.0205222201621577,0.0101836576909803,30.44157354434094
